degree,numGrp,alpha,delta,isSelfPaired,isGrphKM,time
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
10,49,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,1022.760
